author_id,openalex_id,openalex_display_name,affiliation,all_affiliations,affiliation_country_code,affiliation_source,openalex_match_status
pid:15/10263,https://openalex.org/A5016140478,Nicola Paoletti,King's College London,King's College London|King's College School,GB,last_known_institutions_primary,matched_by_orcid
pid:15/1040-1,https://openalex.org/A5054462808,Xiaolin Xu,Shanghai Jiao Tong University,Shanghai Jiao Tong University|Xiamen University|Sichuan University|Renji Hospital|West China Hospital of Sichuan University|Southern University,CN,last_known_institutions_primary,matched_by_orcid
pid:15/10654,https://openalex.org/A5067953198,Xinxing Xu,Institute of High Performance Computing,Institute of High Performance Computing,SG,affiliations_fallback,matched_by_orcid
pid:15/11195-3,https://openalex.org/A5045110104,Cheng Jiang,University of Michigan,University of Michigan|Inner Mongolia Medical University,US,last_known_institutions_primary,matched_by_orcid
pid:15/1123,https://openalex.org/A5117822604,Marwa Geusani,,,,missing,matched_by_orcid
pid:15/1308-1,https://openalex.org/A5100449697,Shiwei Zhang,Alibaba Group (China),Alibaba Group (China),CN,last_known_institutions_primary,matched_by_orcid
pid:15/1523-7,https://openalex.org/A5100436373,Chenyang Li,Beijing University of Chemical Technology,Beijing University of Chemical Technology,CN,last_known_institutions_primary,matched_by_orcid
pid:15/1777-29,https://openalex.org/A5103149574,Di Liu,Electric Power University,Electric Power University|Shizuoka University|Tokai University|Northeast Normal University|Shimizu (Japan)|Shizuoka City Shimizu Hospital,VN,last_known_institutions_primary,matched_by_orcid
pid:15/1975-2,https://openalex.org/A5101814177,Yudong Chen,Fuzhou University,Fuzhou University,CN,last_known_institutions_primary,matched_by_orcid
pid:15/2026,https://openalex.org/A5020766546,Vahid Tarokh,Duke University,Duke University|Duke Energy (United States),US,last_known_institutions_primary,matched_by_orcid
pid:15/2035,https://openalex.org/A5040300648,Arno Onken,University of Edinburgh,University of Edinburgh,GB,affiliations_fallback,matched_by_orcid
pid:15/2146,https://openalex.org/A5086752907,Benjamin Piwowarski,Centre National de la Recherche Scientifique,Centre National de la Recherche Scientifique|Sorbonne Université|Université Paris 1 Panthéon-Sorbonne,FR,last_known_institutions_primary,matched_by_orcid
pid:15/2288-8,https://openalex.org/A5100384309,Cheng Liu,Mongolian University of Science and Technology,Mongolian University of Science and Technology|Chinese Academy of Sciences|Institute of Computing Technology,MN,last_known_institutions_primary,matched_by_orcid
pid:15/2464-1,https://openalex.org/A5100667506,Lei Qi,Ministry of Education of the People's Republic of China,Ministry of Education of the People's Republic of China|Central South University|Chongqing University|Southeast University|Ministry of Education|Guangdong Research Institute of Water Resources and Hydropower|State Key Laboratory of Chemical Engineering|Ecosystem Sciences|Beijing University of Chemical Technology|Tsinghua University,CN,last_known_institutions_primary,matched_by_orcid
pid:15/2771-1,https://openalex.org/A5054168288,Dong Yuan,Xihua University,Xihua University|University of Sydney|The University of Sydney|Shandong University|South China Normal University|Sichuan University|Shaanxi Polytechnic Institute,CN,last_known_institutions_primary,matched_by_orcid
pid:15/3175-2,https://openalex.org/A5114325454,Christophe Giraud,Centre National de la Recherche Scientifique,Centre National de la Recherche Scientifique|Université Paris-Saclay,FR,last_known_institutions_primary,matched_by_orcid
pid:15/3214-1,https://openalex.org/A5103090910,Yaojie Lu,Chinese Academy of Sciences,Chinese Academy of Sciences|Institute of Software,CN,last_known_institutions_primary,matched_by_orcid
pid:15/3244-1,https://openalex.org/A5048168090,Zelin Xu,University of Florida,University of Florida,US,affiliations_fallback,matched_by_orcid
pid:15/3392-2,https://openalex.org/A5011054165,Ping Xiong,Berliner Institut für Sozialforschung,Berliner Institut für Sozialforschung|Chengdu Technological University|Qingdao University of Technology|Technische Universität Berlin,DE,last_known_institutions_primary,matched_by_orcid
pid:15/3562,https://openalex.org/A5003573061,David S. Wishart,University of Alberta,University of Alberta|The Metabolomics Innovation Centre,CA,last_known_institutions_primary,matched_by_orcid
pid:15/3624,https://openalex.org/A5012556136,Daniel B. Work,Vanderbilt University,Vanderbilt University|Integrated Software (United States),US,last_known_institutions_primary,matched_by_orcid
pid:15/3785-12,,,,,,,not_found
pid:15/398-2,https://openalex.org/A5100357248,Dongwoo Kim,The University of Sydney,"The University of Sydney|University of California, Los Angeles",AU,last_known_institutions_primary,matched_by_orcid
pid:15/4137,https://openalex.org/A5017608284,Christian Desrosiers,Liv Hospital,Liv Hospital|Xerox (Canada)|École de Technologie Supérieure,TR,last_known_institutions_primary,matched_by_orcid
pid:15/4184-1,https://openalex.org/A5115599002,Ze Chen,Alibaba Group (China),Alibaba Group (China),CN,last_known_institutions_primary,matched_by_orcid
pid:15/4191,https://openalex.org/A5135503047,Benoît Frenay,University of Namur,University of Namur|Namur Digital Institute,BE,last_known_institutions_primary,matched_by_orcid
pid:15/4208-16,https://openalex.org/A5102855303,Yu Gu,The Ohio State University,The Ohio State University,US,last_known_institutions_primary,matched_by_orcid
pid:15/4208-17,https://openalex.org/A5087377548,裕二 池谷,Jining Medical University,Jining Medical University,CN,last_known_institutions_primary,matched_by_orcid
pid:15/4248-1,https://openalex.org/A5100762316,Meng Ma,Peking University,Peking University,CN,last_known_institutions_primary,matched_by_orcid
pid:15/4507-1,https://openalex.org/A5019692903,Han Qiu,Guiyang Medical University,Guiyang Medical University|Nanyang Technological University|Tsinghua University,CN,last_known_institutions_primary,matched_by_orcid
pid:15/4658-1,https://openalex.org/A5100745431,Yu Tian,Massachusetts Eye and Ear Infirmary,Massachusetts Eye and Ear Infirmary|Harvard University|Xiamen Institute of Building Research Group|Beijing Tsinghua Chang Gung Hospital|Smith-Kettlewell Eye Research Institute|Beihang University|Xinjiang University,US,last_known_institutions_primary,matched_by_orcid
pid:15/4777-147,https://openalex.org/A5000492181,Tao Zhang,Huazhong University of Science and Technology,Huazhong University of Science and Technology,CN,last_known_institutions_primary,matched_by_orcid
pid:15/4777-33,https://openalex.org/A5100375762,Tao Zhang,Kunming University of Science and Technology,Kunming University of Science and Technology|Nanjing Tech University|China Three Gorges University|National University of Defense Technology|Changsha University|Chengdu University of Technology|Global Energy Interconnection Research Institute North America|National Engineering Research Center of Electromagnetic Radiation Control Materials|Yibin University|Education Department of Hunan Province|Beijing Machine Tool Research Institute|Shenzhen Nanshan Center for Chronic Disease Control|Tianjin Medical University|Sichuan University of Science and Engineering|Northeastern University|Tsinghua University,CN,last_known_institutions_primary,matched_by_orcid
pid:15/4777-42,https://openalex.org/A5007653701,Tao Zhang,Jilin Jianzhu University,Jilin Jianzhu University|Hangzhou Dianzi University,CN,last_known_institutions_primary,matched_by_orcid
pid:15/4777-70,https://openalex.org/A5045222314,Tao Zhang,,,,missing,matched_by_orcid
pid:15/4797-2,https://openalex.org/A5007742055,JOOHYUNG LEE,Arizona State University,Arizona State University,US,last_known_institutions_primary,matched_by_orcid
pid:15/4829,https://openalex.org/A5013695358,Barnabás Póczos,Carnegie Mellon University,Carnegie Mellon University,US,last_known_institutions_primary,matched_by_orcid
pid:15/4830-1,https://openalex.org/A5100756584,Yan Lu,Microsoft (United States),Microsoft (United States)|Chinese University of Hong Kong|Jilin University|Purdue University West Lafayette|Beijing Academy of Artificial Intelligence|Microsoft Research Asia (China)|Zaozhuang University|Changchun University,US,last_known_institutions_primary,matched_by_orcid
pid:15/503-1,https://openalex.org/A5049715028,Björn Scheuermann,Technische Universität Darmstadt,Technische Universität Darmstadt,DE,last_known_institutions_primary,matched_by_orcid
pid:15/5233-9,,,,,,,not_found
pid:15/5471,https://openalex.org/A5072079475,Yong Jae Lee,University of Wisconsin–Madison,University of Wisconsin–Madison,US,last_known_institutions_primary,matched_by_orcid
pid:15/5634,https://openalex.org/A5027593733,Michael Schapira,Hebrew University of Jerusalem,Hebrew University of Jerusalem,IL,last_known_institutions_primary,matched_by_orcid
pid:15/5637,https://openalex.org/A5005652970,Chandra Sekhar Seelamantula,Indian Institute of Science Bangalore,Indian Institute of Science Bangalore,IN,last_known_institutions_primary,matched_by_orcid
pid:15/5737,https://openalex.org/A5005914878,Sander M. Bohté,Netherlands Institute for Neuroscience,Netherlands Institute for Neuroscience|Centrum Wiskunde & Informatica|University of Amsterdam,NL,last_known_institutions_primary,matched_by_orcid
pid:15/5780-1,https://openalex.org/A5100755782,Yunhe Zhang,University of Macau,"University of Macau|Shenzhen Research Institute of Big Data|Chinese University of Hong Kong, Shenzhen|City University of Macau",MO,last_known_institutions_primary,matched_by_orcid
pid:15/5923-21,https://openalex.org/A5045562264,Chao Liu,University of British Columbia,University of British Columbia,CA,last_known_institutions_primary,matched_by_orcid
pid:15/5923-64,https://openalex.org/A5100362973,Chao Liu,Anhui University,Anhui University|Nvidia (United States),CN,last_known_institutions_primary,matched_by_orcid
pid:15/5983-1,https://openalex.org/A5022850202,Hai Jiang,University of Alberta,University of Alberta|Hainan University|Guilin University of Aerospace Technology|Guilin University of Technology|Jiangsu University of Technology|Guangdong Academy of Medical Sciences|Guangdong Provincial People's Hospital|Guilin University of Electronic Technology|Southern Medical University|Tsinghua University,CA,last_known_institutions_primary,matched_by_orcid
pid:15/5997-3,https://openalex.org/A5089957493,Ming Lu,Hunan University of Science and Technology,Hunan University of Science and Technology,CN,last_known_institutions_primary,matched_by_orcid
pid:15/6040-13,https://openalex.org/A5100769285,Yi Huang,Nanyang Technological University,Nanyang Technological University,SG,last_known_institutions_primary,matched_by_orcid
pid:15/606,https://openalex.org/A5035917702,Bruno Ribeiro,Purdue University West Lafayette,Purdue University West Lafayette|Instituto de Telecomunicações|Fundação Oswaldo Cruz|University of Aveiro,US,last_known_institutions_primary,matched_by_orcid
pid:15/6158,https://openalex.org/A5101806150,Nidhi Hegde,University of Alberta,University of Alberta|Calyx (India),CA,last_known_institutions_primary,matched_by_orcid
pid:15/6233,https://openalex.org/A5009256505,Dongxiao Zhu,Wayne State University,Wayne State University,US,last_known_institutions_primary,matched_by_orcid
pid:15/6301-4,https://openalex.org/A5027852099,Min Hou,Hefei University of Technology,Hefei University of Technology,CN,last_known_institutions_primary,matched_by_orcid
pid:15/6452,https://openalex.org/A5017236774,Abu Sebastian,IBM Research - Zurich,IBM Research - Zurich,CH,last_known_institutions_primary,matched_by_orcid
pid:15/6511-4,https://openalex.org/A5102891418,Yingchun Wang,Fudan University,Fudan University|Beijing Academy of Artificial Intelligence|Shanghai Artificial Intelligence Laboratory,CN,last_known_institutions_primary,matched_by_orcid
pid:15/6562,https://openalex.org/A5062878408,Maurits Kaptein,Eindhoven University of Technology,Eindhoven University of Technology,NL,last_known_institutions_primary,matched_by_orcid
pid:15/6952,https://openalex.org/A5073886799,Ronald S. Fearing,"University of California, Berkeley","University of California, Berkeley",US,last_known_institutions_primary,matched_by_orcid
pid:15/7050,https://openalex.org/A5001413512,Sebastian Ewert,Acoustics Research Institute,Acoustics Research Institute,AT,last_known_institutions_primary,matched_by_orcid
pid:15/712,https://openalex.org/A5009767898,Sarah Filippi,Imperial College London,Imperial College London,GB,last_known_institutions_primary,matched_by_orcid
pid:15/73,https://openalex.org/A5020967690,Christian Bartelt,Clausthal University of Technology,Clausthal University of Technology,DE,last_known_institutions_primary,matched_by_orcid
pid:15/7643-1,https://openalex.org/A5100648981,Tianzhu Zhang,University of Science and Technology of China,University of Science and Technology of China,CN,last_known_institutions_primary,matched_by_orcid
pid:15/7980,https://openalex.org/A5018256474,Alexandre Gramfort,Institut national de recherche en sciences et technologies du numérique,"Institut national de recherche en sciences et technologies du numérique|École Polytechnique|Commissariat à l'Énergie Atomique et aux Énergies Alternatives|Université Paris-Saclay|Laboratoire d'Informatique, du Traitement de l'Information et des Systèmes|Centre Inria de Saclay|CEA Paris-Saclay",FR,last_known_institutions_primary,matched_by_orcid
