dblp_pid,orcid
133/1771,0000-0001-6016-4013
133/1772,
133/1777,
133/1801,
133/1857,
133/1870,
133/1883,
133/1905,0000-0002-4453-3955
133/1925,
133/1930,
133/1952-1,0000-0003-4073-2313
133/1975,
133/1998,
133/2005,
133/2006,0000-0001-5263-1443
133/2021,
133/2029,0000-0003-3246-5323
133/2046,
133/2059,0000-0002-1052-2801
133/2070,
133/2099,
133/2136,
133/2326,
133/2394,
133/2442,
133/2560,
133/2613,0000-0001-7730-0843
133/2729,
133/2742,
133/2766,
133/2785,
133/2868-1,0000-0001-7313-2977
133/3176,
133/3207,
133/3232,
133/3266,
133/3350,
133/3358,0000-0001-8918-3314
133/3379,
133/3401,
133/3410,
133/3411,0009-0003-1887-6342
133/3411-2,0009-0000-4850-2278
133/3479-1,0000-0002-1880-8468
133/3482,
133/3514-2,0000-0002-8302-8839
133/3602,0000-0003-0379-2827
133/3626,
133/3630,
133/3638,
133/3687,
133/3691,
133/3698,
133/3737,
133/3760,
133/3824,0000-0002-5457-6967
133/3844,0000-0003-3370-2431
133/3845,
133/3853,
133/3876,
133/3908,
133/3933,
133/3958,0000-0002-6426-4799
133/3974,
133/4032,
133/4053,
133/4059,
133/4073,
133/4132,
133/4133,
133/4172,
133/4199,0000-0002-3894-9858
133/4286,
133/4368,
133/4494,0000-0002-1913-4223
133/4527,
133/4527-2,0000-0001-5177-8320
133/4596,
133/4721-2,
133/4721-3,0000-0003-1796-8504
133/4801,0000-0003-2884-0119
133/4835,
133/5032,
133/5067,
133/5078,
133/5093,
133/5105,
133/5207,
133/5217,
133/5231,0000-0003-1435-5796
133/5250,
133/5302,
133/5336-1,0000-0003-4694-7622
133/5457,
133/5695,0000-0003-1175-0280
133/6014,0000-0002-7401-2157
133/6082,0009-0000-5709-9193
133/6391,
133/6407-1,
133/6407-5,0009-0006-6966-0148
133/6451,
133/6494,
133/6525,
133/6550,
133/6556,
133/6611,0000-0002-3068-3573
133/6757,
133/6778,
133/6835,
133/6838,
133/6974,
133/7086,
133/7180,
133/7227,
133/7331,
133/7348,0000-0001-5410-5551
133/7367,0000-0002-8731-0591
133/7401,
133/7476,
133/7605,
133/7657,
133/7678,
133/7718,0000-0002-3583-1029
133/7744,0000-0001-6231-0694
133/7748,
133/7750,
133/7753,
133/7761,0000-0003-2898-2168
133/7764,0000-0002-5636-7683
133/7772,0000-0002-5329-9910
133/7839,
133/7864-2,
133/8162,
133/8173,
133/8201,0000-0003-2387-191X
133/8252,
133/8282,
133/8291,
133/8298,
133/8342,
133/8369,
133/8425,
133/8474,
133/8537,0000-0002-8349-7926
133/8554,0000-0001-5422-0314
133/8584,
133/8598,
133/8606,
133/8630,0000-0002-6920-7072
133/8631,
133/8797,
133/8814-1,0009-0007-4332-2762
133/9177,
133/9513,0000-0002-7855-1641
133/9542,
133/9871,
133/9941,0000-0003-1811-5407
134/0138,
134/0476,
134/0570,
134/0599,
134/0790,
134/0895,0000-0001-7242-0096
134/1040,
134/1099,
134/1099-1,
134/1099-4,0000-0002-1147-8427
134/1099-5,0000-0002-9412-6573
134/1106,
134/1184,
134/1248-4,
134/1431,
134/1620,
134/1828,
134/1833,
134/1836,
134/1902,
134/2882,
134/2928,
134/3007,0000-0002-5527-3028
134/3090,0000-0002-9279-6944
134/3156,
134/3473,
134/3502,0000-0003-1028-9373
134/3546,
134/3557,
134/3606,
134/3733-1,0000-0002-5016-587X
134/3982,
134/3987,0000-0002-1767-8024
134/3988,
134/3996-1,
134/4002,
134/4009,
134/4020,
134/4025-2,0000-0002-0288-9283
134/4031,
134/4071,
134/4260,
134/4796,
134/4847,
134/4891,
134/4960,
134/5334,
134/5551,
134/5653-2,0000-0003-4497-3317
134/5734,
134/5904-7,
134/5913,
134/6169,
134/6323,
134/6343,
134/6408,0000-0001-9418-7571
134/6523-3,
134/6649,
134/6790,
134/6961,0000-0002-4918-0079
134/6996-1,0000-0001-5157-1194
134/7162,
134/7254,
134/7397,
134/7404,
134/7465,
134/7629,
134/7723,
134/7846,0000-0001-8180-0904
134/8112-1,0009-0008-1137-0003
134/8743,0000-0002-4128-886X
134/8772,
134/8808,
134/9034,
134/9068,0000-0001-6461-5790
134/9095,
134/9104,
134/9189,
134/9263,
134/9293,0000-0002-0909-5419
134/9297,
134/9314-1,0000-0002-7644-7621
134/9604,
134/9659,0000-0003-3186-244X
134/9695,0000-0003-4738-2539
134/9712,
134/9714-2,0000-0003-3955-1195
134/9724,
134/9780,
134/9794,
134/9829,
134/9859,
134/9922,0000-0003-3703-5330
135/0037,
135/0179,
135/0196,
135/0721,
135/0972,0000-0002-3199-9027
135/0995,
135/1020,
135/1077,
135/1082,
135/1126,
135/1126-9,0000-0001-7223-8147
135/1140,
135/1150,
135/1159,
135/1468-1,0000-0002-3947-7215
135/1696,
135/2617,
135/2732,
135/2815,
135/3514,
135/3519,
135/3801,
135/4235,
135/4237,
135/4657,0000-0002-9927-6925
135/4875,
135/4881,
135/4884,
135/4889,0000-0002-7817-8306
135/4895,
135/4896-1,0000-0001-5386-8872
135/4910,
135/4912,
135/4915,
135/4917,0000-0002-5427-9938
135/4924,
135/4927,
135/4934,
135/4935,0000-0002-2415-6048
135/4937,
135/4938,
135/4940,
135/4942,
135/4944,0000-0003-1381-2692
135/4946,
135/4956,
135/4965,
135/4981,0000-0002-2821-6941
135/4985,0000-0001-7928-0794
135/4992,
135/4993,0000-0001-9578-9304
135/5006,
135/5022,
135/5092,
135/5118,0000-0002-1115-5652
135/5123-3,0000-0001-5431-1654
135/5147-1,0000-0003-1010-9678
135/5178,
135/5222,
135/5229,0000-0002-5639-7540
135/5231,
135/5316,
135/5622,
135/5622-2,0000-0001-6563-1215
135/5680,
135/5748,
135/5796,
135/5842,0000-0002-9060-4152
135/5944,
135/6000,
135/6043,
135/6052,
135/6105,
135/6184,
135/6266,0000-0002-1200-4952
135/6269,
135/6271,
135/6293,
135/6318,
135/6323,
135/6336,
135/6379-1,0009-0006-1992-1776
135/6428,
135/6446,
135/6543,
135/6597-1,0000-0003-0967-1436
135/6608,
135/6623,
135/6658,
135/6699,
135/6740,
135/6864,0000-0002-5877-7387
135/6971-3,0000-0001-7837-7076
135/6973,0000-0002-0059-0210
135/6986,
135/7011,
135/7034,
135/7129,
135/7166-1,0009-0008-2042-0754
135/7183,0000-0002-4457-9988
135/7202,0000-0002-9400-8446
135/7215,
135/7221,
135/7380,
135/7397,0000-0002-2714-3453
135/7623,0000-0001-8256-2258
135/7690,
135/7963,
135/8043,
135/8082,
135/8164,
135/8203,0000-0002-1932-2750
135/8207,
135/8239,
135/8293,
135/8307,
135/8332,0000-0002-6168-4763
135/8382,
135/8383,
135/8419,
135/8420,0000-0002-3268-8685
135/8443,
135/8461,0000-0003-3958-6179
135/8472,
135/8484,
135/8604,
135/8614-4,0000-0001-6439-8183
135/8625,
135/8716,
135/8737,
135/8812,
135/8878,0000-0002-0999-8626
135/8892,
135/8911,
135/8957,
135/8983,
135/8991,0000-0003-4154-7611
135/8997,
135/9099,
135/9113,
135/9176-5,
135/9205,
135/9212,
135/9215,
135/9289,
135/9355-2,0000-0002-9743-7588
135/9414,
135/9598,
135/9617,
135/9726-2,0000-0002-0047-0550
135/9753,
135/9912,
136/0170,0000-0003-0885-0643
136/0193,
136/0221,0000-0002-7478-3509
136/0235,
136/0273,
136/0280,0000-0002-0967-4541
136/0323,
136/0595,0000-0002-8544-0181
136/0654,
136/0857,0000-0001-5233-844X
136/0900,
136/0935,
136/0952,0000-0002-2036-9089
136/0957,
136/0994,
136/1007,
136/1046,0000-0002-4344-8898
136/1107,
136/1118,
136/1220-2,0009-0005-3612-4894
136/1256,
136/1485,
136/1496,
136/1711-2,0000-0003-4211-4551
136/1775,
136/1805,0000-0001-8494-4532
136/1882,
136/1907,
136/2422,
136/2474,
136/2521,
136/2545-1,0009-0005-3910-1698
136/2582,0000-0003-1617-1720
136/3330,
136/3336-2,0000-0001-8697-1489
136/3610,
136/3708,
136/3735,0000-0003-2376-0849
136/4008,
136/4057,0009-0009-1188-612X
136/4535,
136/4600,
136/4698,
136/4701,0000-0002-9042-3909
136/4882,
136/4920,
136/4930,
136/4945,
136/4981,0000-0002-6829-6667
136/4988,0000-0003-1997-2910
136/4997,
136/5019,0000-0002-0595-2356
136/5043,0000-0002-6806-6140
136/5047,
136/5087,
136/5156,0000-0003-0680-7975
136/5159,
136/5165,
136/5179,
136/5225,
136/5291,0000-0002-0677-5590
136/5311,
136/5327,0000-0003-2486-3583
136/5374,
136/5391,
136/5469-2,0000-0003-1858-3358
136/5474,
136/5491,
136/5524,0000-0001-9299-1945
136/5574,
136/5574-1,0000-0003-4588-8501
136/5623,0000-0001-6946-1508
136/5662-2,
136/5686,
136/5749,0000-0001-8209-7747
136/5765,
136/5767,
136/5777,0000-0002-8150-4475
136/5814,0000-0002-0779-8962
136/5826,
136/5916,
136/5949,0000-0002-5158-5761
136/5965,
136/5972,
136/5974-1,0000-0002-6033-6433
136/6029,
136/6047,0000-0002-8031-0652
136/6084,
136/6089,0000-0002-8494-5778
136/6109,
136/6673,
136/6737,
136/6770,
136/6795,0000-0002-2448-3540
136/6901,
136/7016,
136/7111,
136/7215,
136/7222,
136/7364,
136/7368,0000-0003-3178-9772
136/7658,
136/7794,
136/7864,
136/7917,
136/7923,
136/7955,0000-0001-9138-1272
136/7958-1,
136/7966,
136/7969,0000-0003-2529-4036
136/7973,0000-0001-8347-7813
136/8393,
136/8406,0009-0007-1493-9552
136/8442,
136/8453,
136/8459-2,
136/8468,
136/8636,
136/8637,
136/8648,
136/8648-1,0000-0002-8583-8931
136/8649,
136/8650,
136/8659,0000-0002-8289-388X
136/8660,
136/8676,
136/8682,
136/8685,
136/8689,
136/8705,
136/8736,
136/8740,0000-0002-5506-4701
136/9081,
136/9091,
136/9110,
136/9140,
136/9162,
136/9168,
136/9247,
136/9284,
136/9318,
136/9342,
136/9351,
136/9366,0000-0003-1248-4906
136/9389,0000-0001-8036-4071
136/9394,
136/9406,0000-0003-0318-9497
136/9439-5,0009-0009-1818-8703
136/9440,0000-0003-3448-4878
136/9554-5,
136/9563,
136/9723-2,0000-0002-5226-7431
136/9723-6,0009-0003-7178-1377
136/9808,
136/9852,0000-0003-4258-2179
136/9876,
136/9877,
136/9930,
137/0081,
137/0086,
137/0122,
137/0163,
137/0443,
137/0504,0000-0001-5039-0922
137/0537,
137/0566,
137/0610-5,0009-0000-6991-2882
137/0641-1,0009-0001-8329-1389
137/1439-1,0009-0006-9478-5196
137/1527-2,0000-0003-3910-7182
137/1531,
137/1532,
137/1847,
137/2150,
137/2568,
137/2585,0000-0003-0959-408X
137/2994,
137/3096,
137/3217,
137/3219,
137/3235,
137/3244,0009-0006-1147-7738
137/3249,
137/3252,
137/3253,
137/3260,
137/3263,0000-0001-9465-5398
137/3269,
137/3277,
137/3287,
137/3298,
137/3307,0000-0002-0990-559X
137/3312,
137/3314,
137/3322,0000-0001-7288-6953
137/3340,
137/3375,0000-0001-6863-7006
137/3624,
137/3824,
137/3917,
137/3929,
137/4032,
137/4226,
137/4243,
137/4549,
137/4644,
137/4817,
137/4824,0000-0003-0881-2495
137/4845,
137/5083,
137/5178-3,0009-0000-3318-0472
137/5307,
137/5350,
137/5642,
137/5747,
137/6023,
137/6026,
137/6081-1,0000-0003-0049-7080
137/6093,
137/6173,
137/6174,
137/6214,
137/6236,
137/6248,
137/6318-1,0000-0003-3053-5770
137/6318-2,0009-0009-8986-7965
137/6355,
137/6482,
137/6488,
137/6577,
137/6578,0000-0002-9565-8205
137/6768,
137/6826,
137/6899,
137/6963-3,
137/6983-2,0000-0001-8372-8379
137/7754,
137/7784,
137/7822,
137/7963,0000-0003-2756-4984
137/7979,
137/7987,
137/8017,
137/8040,
137/8096,
137/8096-1,
137/8120,
137/8134,
137/8143,0000-0002-0264-4761
137/8169,
137/8211,
137/8221,
137/8243,
137/8258,
137/8316,
137/8316-1,0000-0002-4883-697X
137/8316-3,
137/8349,
137/8350,0000-0002-8125-8227
137/8354,
137/8390,
137/8404,
137/8406,
137/8429,
137/8445,0000-0002-0545-9350
137/8563,
137/8818,
137/8830,
137/8976,
137/8976-2,
137/8979,
137/9270-1,0009-0004-4848-1656
137/9304,
137/9406,0000-0003-1767-7715
137/9522,
137/9583,
137/9583-1,0000-0002-8908-1307
137/9615,
137/9630,
137/9679,
137/9792,
137/9830,
137/9852,
137/9934,
137/9968,
138/0028,
138/0107,0000-0002-3780-5350
138/0148,
138/0264,0000-0003-4691-6586
138/0284,
138/0312,
138/0399-1,0009-0001-5615-213X
138/0439,0000-0001-6268-4258
138/0487,
138/0566,
138/0860,
138/0862,0000-0003-2297-4802
138/0868,
138/0902,
138/0919,
138/1043,
138/1145,
138/1406,
138/1407,0000-0003-1616-8177
138/1634,
138/1749,
138/1967,
138/2021,
138/2055,
138/2525,
138/2586-2,0000-0002-3810-4476
138/2598,
138/3006,
138/3106,
138/3398,0000-0002-5877-4813
138/3441,
138/3442,
138/3460,
138/3618,
138/3693,0000-0002-4763-8381
138/3919,
138/3964,
138/4209-1,0000-0001-8112-5830
138/4221,0000-0003-4246-8616
138/4243,0000-0002-2190-0767
138/4249,0000-0001-9488-2208
138/4258,
138/4276,
138/4344,
138/4357-3,0000-0002-7949-0115
138/4382,
138/4385,
138/4992,
138/5241,
138/5263,
138/5578,
138/5583,
138/5585,0000-0001-5188-3155
138/5663,
138/5752,
138/5764-1,
138/5764-10,0000-0002-8773-6365
138/5840,
138/5866,
138/5915-1,0000-0002-8195-3262
138/5959,
138/5978-2,0000-0003-2514-0635
138/5978-5,0009-0006-3756-5621
138/6048,
138/6177,
138/6200,
138/6251,
138/6422,0000-0001-7246-8612
138/6425,
138/6428,0000-0001-5357-2705
138/6456,
138/6464,
138/6623,
138/6898,
138/7025,
138/7738,
138/8039,
138/8059,0009-0005-4967-5927
138/8064,
138/8089,
138/8092,
138/8101,
138/8109,
138/8113,
138/8117,
138/8163,
138/8168,
138/8222,
138/8265,
138/8360,
138/8364-1,0009-0008-4690-137X
138/8487,
138/8580,
138/8617,
138/8640,
138/9058,
138/9141-2,0000-0001-6959-4327
138/9507,0000-0002-8878-0325
138/9642,
138/9824,
139/0187,0000-0003-4138-1818
139/0261,
139/0294,
139/0376,
139/0430,
139/0438,0009-0002-4133-4309
139/0496,0000-0002-9276-3755
139/0645,0000-0003-3997-5131
139/0679,
139/0716,
139/0728,
139/0730,0000-0002-4826-7527
139/0736,
139/0747,0000-0003-2771-3521
139/0761,0000-0001-6662-3022
139/0769,
139/0780,
139/0790,
139/0830,
139/0856,
139/0872,
139/0873,0000-0002-0962-8350
139/0888,
139/0917,
139/0987,
139/1013,
139/1029,
139/1033,
139/1036,
139/1152,
139/1152-1,0000-0001-6029-5064
139/1191,
139/1204,0000-0002-4341-8509
139/1211,
139/1215,
139/1271,
139/1280,
139/1287,0000-0002-9573-3463
139/1292,
139/1296,
139/1297,
139/1306,
139/1313,
139/1319,
139/1328,
139/1330,
139/1336,
139/1342,
139/1348,
139/1361,
139/1367,
139/1372,
139/1382,
139/1386,
139/1387,
139/1388,
139/1398,0000-0003-1392-3667
139/1411,
139/1432,
139/1452,
139/1478,
139/1570,0000-0001-9665-0355
139/1710,
139/1914,
139/2237,
139/2250,
139/2261,
139/2266,0000-0002-1986-7750
139/2475,0000-0003-1444-2611
139/2573,
139/2584-1,
139/2667,
139/3158-1,0000-0003-3484-7907
139/3175,
139/3179,
139/3479,
139/3491,0000-0001-7143-7259
139/3492,
139/3492-1,
139/3492-2,0000-0002-9541-0197
139/3503-1,0000-0003-0814-3391
139/3503-2,0009-0006-2899-9268
139/3530,
139/3540,
139/3566,
139/3569,0000-0002-0933-9671
139/3663,
139/3665,
139/3829,
139/3851,
139/3857,
139/3887,
139/3925,
139/3998,
139/4068,
139/4115,
139/4162,
139/4181-1,0000-0002-1970-0678
139/4212,
139/4227,
139/4309,0000-0003-0422-5285
139/4363,0000-0002-5339-3245
139/4656,
139/4713,
139/4721,0000-0003-4392-8450
139/4913,
139/4919,
139/5455,
139/5607,
139/5759,0000-0003-0921-8869
139/5761,
139/5774,
139/5790,
139/5819,
139/5833,
139/5876,
139/5876-1,0000-0001-9330-1926
139/5934,
139/5953,
139/5968,0000-0002-7145-3846
139/6425,
139/6452,
139/6538,0000-0002-5248-1219
139/6663,0000-0002-4717-6850
139/6861,
139/6932-2,0000-0002-8571-9780
139/6970,
139/6978-1,
139/6983,0000-0001-5693-0416
139/6993,0000-0003-4031-5886
139/7002,
139/7013,
139/7033,
139/7037,
139/7075-2,0009-0006-4764-4198
139/7090,
139/7117,0000-0001-8294-6286
139/7342-1,0000-0003-1354-5192
139/7500,0000-0003-2606-4793
139/7579,0000-0001-8285-1308
139/7814,
139/7923,
139/7992,
139/8027,
139/8032,
139/8073,
139/8082,0000-0003-0843-7955
139/8207,
139/8231,
139/8453,
139/8699,
139/8999,
139/9018,
139/9316,
139/9325,
139/9727,
139/9841,
139/9885,
14/10003,
14/10011,0000-0002-2506-7426
14/10102,
14/10102-1,0000-0003-2512-845X
14/10146-1,0000-0003-4855-7070
14/1023-1,0000-0002-2449-5277
14/10335-1,0009-0009-7522-300X
14/10377,
14/10384,
14/10440,0000-0003-3370-6053
14/10482,
14/10548,0000-0001-6737-0266
14/10857,
14/10875,
14/111,
14/11270,0000-0002-6798-0336
14/11515,
14/11534,
14/1217,
14/1356,
14/139,0000-0002-9960-7800
14/1395,
14/1395-3,0000-0002-1943-8219
14/1395-6,0000-0003-0800-1094
14/1525-10,0000-0002-0132-0239
14/1525-11,0009-0000-8562-1946
14/1525-3,0000-0002-7984-9909
14/1571-1,0000-0002-9623-7461
14/1589,0000-0002-1619-1695
14/1635,
14/167,
14/1682,
14/1686,0000-0003-4439-3988
14/1705,0000-0001-8735-2516
14/1719,
14/1789,
14/1793,
14/1887,
14/191-4,0000-0003-0975-2711
14/1915,
14/1915-11,0000-0001-9869-7085
14/1915-9,0009-0008-2342-9009
14/2036,0000-0003-2380-3976
14/2089,
14/2190,
14/2190-1,0000-0003-1545-231X
14/2195,
14/2363,
14/2589,0000-0003-1562-9429
14/2668,
14/267,0000-0002-6907-2999
14/2764,
14/2770,0000-0002-3520-9627
14/2786,
14/2991,0000-0003-2870-4678
14/3104,
14/3155,
14/3174,
14/3177,
14/3295,0000-0002-7143-5189
14/333,
14/3430,
14/3612,
14/3630,0000-0001-8675-4230
14/3654,0000-0002-4902-050X
14/3700-3,0000-0001-8833-5398
14/3713,
14/3727-11,0000-0003-4612-5450
14/3727-4,0000-0002-6405-4011
14/3737,0000-0001-9866-1947
14/374-1,0000-0001-9185-3989
14/3744,0000-0002-6803-0535
14/3832,
14/3832-6,
14/3881,
14/3881-12,0000-0001-9895-4600
14/3881-15,0000-0003-3253-8000
14/3882,
14/3886,
14/3973,0000-0001-8253-7714
14/4008-1,0000-0002-5245-5379
14/410,
14/4107,
14/4119,
14/4216,0000-0003-2052-5894
14/4229,0000-0002-6459-7358
14/4350,
14/4383,0000-0002-7934-5698
14/4412,
14/4502,0000-0002-6117-5467
14/4585,
14/4672,0000-0002-1934-3447
14/4758,0000-0001-7709-8753
14/4821,
14/4834,
14/4834-14,0000-0001-9301-9410
14/4834-20,0000-0003-3488-3641
14/4899,
14/4899-1,0000-0003-1662-4443
14/4912,
14/4965-1,0000-0003-2233-3984
14/4994,
14/5062,
14/5082,
14/5155,
14/5155-1,0000-0001-6017-975X
14/5155-3,0009-0008-2469-1316
14/5218,
14/5278,
14/5317,
14/5359-1,0000-0002-5426-1324
14/5410-29,0009-0000-5941-6412
14/5500-1,0000-0003-3921-4762
14/5523,0000-0002-8249-5427
14/556,
14/5580,
14/5580-11,0000-0002-0604-8481
14/5580-2,0000-0003-2126-6054
14/5580-3,0009-0004-2076-5374
14/5580-4,0000-0002-5280-6132
14/5580-5,0000-0001-5857-4179
14/5580-8,0009-0000-9900-6143
14/5689,
14/5737,
14/5753,
14/5778,
14/5780,0000-0001-7015-2710
14/5824,
14/5849,
14/585,
14/5888,
14/5979,
14/6026,
14/6026-2,0000-0002-5531-3296
14/6048,0000-0002-1960-394X
14/613,0000-0002-8795-9294
14/6145-1,0000-0003-1289-2758
14/6164,
14/6202-2,0000-0002-6159-619X
14/622,
14/6222,0000-0003-2189-7876
14/6370-1,0000-0003-3376-2581
14/6374,
14/6532,0000-0002-3692-3144
14/6555,
14/6610,
14/6655,0000-0002-2977-8057
14/6661,0000-0001-7133-3724
14/6701,
14/6701-1,0000-0002-3097-3896
14/6747,
14/6841,
14/6841-1,0000-0002-9095-0776
14/6868,
14/6978,
14/718,
14/718-1,0009-0007-2813-6574
14/721-1,0000-0003-4918-3808
14/7249,
14/7249-1,
14/7249-3,
14/7275-1,0000-0003-3668-0653
14/7280,0000-0002-8795-6413
14/735,
14/7376,
14/7450-2,0000-0001-7588-6713
14/7483,
14/7588,
14/7676,
14/7717,
14/7742,
14/7746,
14/7821,
14/8069,
14/8132,0000-0001-9890-0928
14/8174,
14/8203,
14/824,
14/8283,
14/8359,
14/8360,
14/8367,
14/8368-7,0000-0002-4682-983X
14/8399,
14/8431,
14/8507,
14/8543,
14/8615,
14/8618,0000-0002-0785-9972
14/8624-3,
14/8653,0000-0002-6412-995X
14/877,
14/8773,
14/8821,
14/8823,
14/8823-9,0009-0003-1241-7188
14/8885,0000-0002-4023-419X
14/8890,0000-0002-1605-4607
14/8980,
14/9014,
14/9076,
14/9077,
14/9077-1,
14/9086,0000-0002-8801-9667
14/9268,
14/9399,0000-0002-6785-0785
14/942,
14/9455,
14/951,
14/9770-1,0000-0002-8938-0825
14/983,
14/9860,0000-0001-7544-0084
140/0249,
140/0421,0000-0003-4177-4849
140/0470,
140/0641,
140/0795,
140/0852,
140/1076,
140/1219,
140/1229,
140/1229-1,
140/1229-3,0000-0002-1654-4681
140/1442,
140/1492,
140/1612,
140/1641,
140/1690,
140/1715,
140/1867,
140/1966,
140/2071,
140/2172,
140/2247,0000-0001-8559-0529
140/2736,
140/2763,
140/2833,
140/3112,
140/3240,
140/3604,0000-0002-4621-881X
140/3619,
140/3819,
140/3901,
140/3901-5,
140/4173,
140/4180,
140/4293,
140/4305,
140/4320,
140/4398,0000-0002-6189-1236
140/4602,
140/4732,
140/4792,
140/4951,
140/5016,
140/5312,
140/5473,
140/5829,
140/5970,
140/6459,0000-0001-8440-1765
140/6525,
140/6547,
140/6568-1,0000-0002-5076-7897
140/6603,
140/6685,
140/6716,
140/6764,
140/7096,
140/7158,0000-0002-7388-6936
140/7186,
140/7197,
140/7215,
140/7252,0000-0002-8268-6258
140/7265,
140/7314,
140/7324,0000-0001-9936-7141
140/7348-1,0000-0002-4309-5076
140/7348-2,0000-0003-3856-439X
140/7353-1,0000-0002-9806-8964
140/7404,
140/7407,
140/7437,
140/7502,
140/7520,
140/7534,
140/7540,0000-0002-4038-1456
140/7564,
140/7566,
140/7581,
140/7583,0000-0003-3760-9859
140/7610,
140/7615,
140/7631,
140/7645,
140/7652,
140/7685,
140/7690,0000-0003-0196-9190
140/7705,
140/7715,
140/7741,
140/7766,
140/7789,
140/7811,
140/7837,0000-0003-3514-9414
140/7996,
140/8151,0000-0002-2674-0109
140/8244,
140/8357,
140/8357-3,
140/8357-4,0000-0002-9330-2475
140/8413,
140/8557,
140/8590,
140/8874,
140/9024,
140/9160,
141/0690,
141/0762,
141/0793,
141/1017,
141/1301,
141/1311,
141/1316,
141/1779,
141/1940-2,0009-0008-7974-047X
141/1943,
141/1943-6,
141/1943-9,
141/2020,
141/2021,0009-0000-7628-0879
141/2242,
141/2530,
141/2720,
141/3317,
141/3442,
141/3630,0000-0003-4579-4388
141/3659,
141/3728,
141/3854,
141/3868-3,0000-0002-1210-3862
141/4033,
141/4059,
141/4060,0000-0002-2172-8100
141/4359,
141/4386,
141/4504,
141/4524,
141/4590,
141/4755,
141/4763,
141/4816,
141/4975,0000-0002-7233-4179
141/5238,
141/5498,
141/5673-3,0000-0001-7734-5128
141/5719,
141/6343,0000-0002-0416-4374
141/6401,
141/7116,
141/7462,
141/7586,
141/7602,
141/7670,
141/7769,
141/8143,
141/8317,
141/8363,
141/8668,
141/8679,
141/8817,
141/8875,
141/8878,
141/8878-1,0000-0001-5252-9668
141/8901,
141/8916,
141/8954,
141/8998,
141/9036,
141/9142,
141/9456,
141/9655,
141/9732,0000-0002-4059-6481
141/9842,
141/9848,
141/9910,0000-0002-7671-2624
141/9933,0000-0003-3851-5221
141/9935,
141/9937,0000-0003-2181-8445
141/9955,0000-0003-2927-6273
142/0008-1,0000-0003-4216-8090
142/0021,
142/0036,
142/0040,
142/0043,
142/0073,0000-0001-6068-3307
142/0092,
142/0093,
142/0094,
142/0215,
142/0275,
142/0282-1,0000-0002-7561-6884
142/0351-3,
142/1013,
142/1098,0000-0003-2868-0186
142/1129,0000-0002-7764-3069
142/1257,
142/1312,
142/1627,
142/1710,
142/1752-1,0000-0003-2408-8302
142/1829,
142/1919,
142/1956,
142/2024,0000-0001-7866-2280
142/2035,
142/2065,
142/2109,
142/2118,
142/2234,
142/2421,
142/2427,0000-0003-1105-1666
142/2444,0000-0002-8043-2385
142/2453,
142/2463,
142/2484,0000-0002-3878-9073
142/2496,0000-0002-2087-1183
142/2508,0000-0002-5079-5003
142/2510,
142/2540,
142/2542,
142/2549,
142/2573,
142/2590,
142/2592,
142/2644,
142/2680,
142/2704,
142/2705,
142/2725,
142/2741,0000-0001-7256-0937
142/2743,
142/2752,
142/2761-4,0009-0004-8135-2354
142/2785,
142/2790,
142/2793,0000-0003-3006-3347
142/2821,0000-0003-1105-3856
142/2835,0000-0003-2148-2726
142/2839,0000-0002-3824-4241
142/2840,
142/2893,
142/2900,
142/2903,0000-0003-3072-3405
142/2924,
142/2927,
142/2952,
142/2975,
142/2976,
142/3005,
142/3014,
142/3099,
142/3126,0000-0003-4754-6126
142/3202,
142/3216,
142/3221,
142/3227,
142/3237,
142/3285,
142/3306,
142/3354-2,0000-0002-3435-8110
142/3636,
142/3651,
142/3651-5,
142/3785,
142/3810,
142/3902,
142/3906,
142/3944,0000-0002-1643-7827
142/3956,
142/4033,
142/4037,0000-0003-1267-3889
142/4049,
142/4070-1,0000-0001-5003-2260
142/4140,0000-0002-5990-742X
142/4181,0000-0002-7411-5842
